Date & Time,PM2.5 (ug/m3),PM10 (ug/m3),O3 (ppb),NO (ppb),NO2 (ppb),SO2 (ppb)
21-11-2019 06:00,6.0,6.4,9.7,0.8,14.1,0.0
21-11-2019 07:00,6.7,7.4,5.9,1.9,18.3,0.0
21-11-2019 08:00,7.9,10.0,4.3,22.4,17.9,0.0
21-11-2019 09:00,8.1,13.1,9.9,19.6,18.1,0.0
21-11-2019 10:00,7.8,13.6,19.7,8.9,9.4,0.0
21-11-2019 11:00,11.4,33.1,21.6,7.5,10.2,0.1
21-11-2019 12:00,15.9,42.8,25.3,4.6,9.8,0.0
21-11-2019 13:00,13.3,31.4,24.5,3.0,8.1,0.0
21-11-2019 14:00,11.6,30.1,25.0,1.7,8.1,0.1
21-11-2019 15:00,8.5,20.2,23.3,1.5,11.1,0.1
21-11-2019 16:00,10.0,23.4,19.8,1.4,14.8,1.0
21-11-2019 17:00,9.1,16.5,20.4,1.0,14.1,1.1
21-11-2019 18:00,9.0,600.0,29.4,0.1,7.8,0.3
21-11-2019 19:00,7.8,14.4,30.1,0.0,6.1,0.1
21-11-2019 20:00,9.2,12.0,27.3,0.0,6.6,0.1
21-11-2019 21:00,9.8,11.8,25.2,0.0,7.5,0.0
21-11-2019 22:00,9.1,10.4,25.4,0.0,5.7,0.0
21-11-2019 23:00,10.4,12.7,22.9,0.0,6.2,0.0
21-11-2019 24:00,9.2,10.5,21.4,0.0,5.0,0.0
22-11-2019 01:00,8.8,9.1,22.2,0.0,4.1,0.0
22-11-2019 02:00,9.2,9.4,22.3,0.0,3.7,0.0
22-11-2019 03:00,9.8,10.1,21.6,0.0,4.0,0.0
22-11-2019 04:00,9.5,9.9,20.9,0.0,4.9,0.0
22-11-2019 05:00,9.9,10.7,17.9,0.0,8.3,0.0
22-11-2019 06:00,11.2,12.8,15.2,0.6,11.3,0.0
22-11-2019 07:00,10.1,12.0,12.2,1.3,14.5,0.0
22-11-2019 08:00,10.3,12.2,19.0,0.2,7.1,0.0
22-11-2019 09:00,7.5,8.7,19.0,0.1,4.3,0.0
22-11-2019 10:00,4.1,4.5,16.7,0.4,2.9,0.0
22-11-2019 11:00,2.4,3.1,14.4,0.3,2.3,0.0
22-11-2019 12:00,1.6,2.2,13.7,1.2,2.3,0.0
22-11-2019 13:00,0.9,2.7,18.3,0.6,1.5,0.0
22-11-2019 14:00,1.4,5.0,23.2,0.0,0.3,0.0
22-11-2019 15:00,1.4,6.3,26.2,0.0,0.3,0.0
22-11-2019 16:00,1.8,9.2,29.9,0.0,0.2,0.0
22-11-2019 17:00,1.8,8.9,31.5,0.0,0.2,0.0
22-11-2019 18:00,1.6,7.0,31.9,0.0,0.2,0.0
22-11-2019 19:00,1.7,7.6,30.9,0.0,0.3,0.0
22-11-2019 20:00,1.7,5.8,30.1,0.0,0.3,0.0
22-11-2019 21:00,1.8,5.7,31.8,0.0,0.2,0.0
22-11-2019 22:00,1.6,5.9,34.9,0.0,0.2,0.0
22-11-2019 23:00,1.5,4.4,35.0,0.0,0.2,0.0
22-11-2019 24:00,1.4,4.2,36.4,0.0,0.2,0.0
23-11-2019 01:00,1.1,2.6,38.3,0.0,0.2,0.0
23-11-2019 02:00,1.1,2.0,39.4,0.0,0.1,0.0
23-11-2019 03:00,1.1,2.2,38.8,0.0,0.2,0.0
23-11-2019 04:00,1.2,2.4,37.9,0.0,0.6,0.0
23-11-2019 05:00,1.0,1.6,36.3,0.0,1.3,0.0
23-11-2019 06:00,1.1,2.9,32.9,0.0,2.5,0.0
23-11-2019 07:00,1.4,3.4,32.6,0.0,3.5,0.0
23-11-2019 08:00,1.7,4.0,33.8,0.0,<Samp,0.1
23-11-2019 09:00,2.2,7.3,32.8,0.0,1.9,0.3
23-11-2019 10:00,2.1,6.7,33.5,0.0,1.7,0.2
23-11-2019 11:00,2.6,8.0,31.3,0.1,2.5,0.0
23-11-2019 12:00,2.7,8.1,30.6,0.4,3.1,0.0
23-11-2019 13:00,3.2,12.0,32.1,0.2,2.5,0.0
23-11-2019 14:00,3.9,15.0,32.6,0.0,2.0,0.2
23-11-2019 15:00,5.0,18.0,32.8,0.0,1.9,0.2
23-11-2019 16:00,5.0,12.5,31.1,0.0,2.3,0.1
23-11-2019 17:00,4.4,9.4,26.4,0.0,5.7,0.0
23-11-2019 18:00,5.7,12.6,28.2,0.0,3.3,0.0
23-11-2019 19:00,5.7,8.8,27.3,0.0,3.7,0.1
23-11-2019 20:00,9.7,14.7,25.5,0.0,5.3,0.1
23-11-2019 21:00,8.7,12.3,19.3,0.0,9.9,0.5
23-11-2019 22:00,8.2,11.0,13.8,0.2,13.1,0.8
23-11-2019 23:00,9.2,11.6,4.3,3.8,22.3,0.5
23-11-2019 24:00,12.3,18.0,4.8,2.6,21.1,0.3
24-11-2019 01:00,9.5,15.7,8.8,1.6,17.8,0.3
24-11-2019 02:00,9.5,13.0,13.0,0.0,12.5,0.3
24-11-2019 03:00,7.0,<Samp,<Samp,0.0,8.9,0.2
24-11-2019 04:00,7.5,8.3,10.5,0.0,17.8,0.3
24-11-2019 05:00,6.9,8.0,8.9,0.1,21.4,0.4
24-11-2019 06:00,7.1,8.7,10.4,0.0,15.2,0.2
24-11-2019 07:00,8.3,10.4,4.7,0.3,20.9,0.1
24-11-2019 08:00,9.2,10.7,8.4,0.9,15.8,0.2
24-11-2019 09:00,13.4,16.3,14.4,1.3,7.3,0.8
24-11-2019 10:00,12.7,16.0,16.0,2.4,6.9,0.7
24-11-2019 11:00,15.1,19.6,17.8,1.6,6.5,0.8
24-11-2019 12:00,13.9,18.9,21.2,1.8,5.1,0.8
24-11-2019 13:00,13.5,20.9,21.6,1.4,<Samp,0.4
24-11-2019 14:00,13.9,24.3,21.3,1.5,5.7,0.6
24-11-2019 15:00,13.4,26.0,22.0,0.6,6.2,0.8
24-11-2019 16:00,InVld,InVld,23.3,0.1,5.8,0.9
24-11-2019 17:00,InVld,InVld,23.8,0.0,5.6,0.8
24-11-2019 18:00,InVld,InVld,23.6,0.0,5.0,0.6
24-11-2019 19:00,InVld,InVld,23.0,0.0,4.0,0.5
24-11-2019 20:00,InVld,InVld,16.6,0.0,8.1,0.2
24-11-2019 21:00,InVld,InVld,14.0,0.0,11.2,0.1
24-11-2019 22:00,InVld,InVld,13.2,0.0,12.6,0.1
24-11-2019 23:00,InVld,InVld,7.4,0.0,19.1,0.1
24-11-2019 24:00,InVld,InVld,10.3,0.0,13.4,0.1
25-11-2019 01:00,InVld,InVld,10.7,0.0,13.1,0.1
25-11-2019 02:00,InVld,InVld,8.7,0.1,12.7,0.1
25-11-2019 03:00,InVld,InVld,11.6,0.0,7.5,0.1
25-11-2019 04:00,InVld,InVld,11.7,0.0,7.4,0.1
25-11-2019 05:00,InVld,InVld,10.3,0.0,8.2,0.1
25-11-2019 06:00,InVld,InVld,8.5,0.2,8.6,0.2
25-11-2019 07:00,InVld,InVld,6.9,0.6,10.3,0.1
25-11-2019 08:00,InVld,InVld,4.8,4.0,14.6,0.1
25-11-2019 09:00,InVld,InVld,10.7,3.4,8.8,0.1
25-11-2019 10:00,InVld,InVld,13.6,1.6,7.6,0.1
25-11-2019 11:00,InVld,InVld,20.5,0.8,3.1,0.1
25-11-2019 12:00,8.1,16.2,23.7,-0.6,2.0,0.1
25-11-2019 13:00,7.9,17.3,24.2,0.3,1.9,0.1
25-11-2019 14:00,8.6,21.9,323.9,0.1,2.5,0.1
25-11-2019 15:00,10.3,34.5,22.3,0.6,4.5,0.1
25-11-2019 16:00,10.8,32.7,22.2,0.0,5.1,0.1
25-11-2019 17:00,11.9,39.0,15.7,3.5,11.5,0.1
25-11-2019 18:00,12.2,45.5,18.0,0.0,5.3,0.0
25-11-2019 19:00,14.6,47.5,6.0,19.5,20.5,0.1
25-11-2019 20:00,17.0,25.8,1.3,16.8,26.3,0.1
25-11-2019 21:00,18.4,27.5,4.2,1.6,20.3,0.0
25-11-2019 22:00,16.3,24.5,1.8,10.9,22.7,0.1
25-11-2019 23:00,15.7,23.4,1.7,6.3,23.1,0.1
25-11-2019 24:00,15.8,23.4,5.5,2.0,19.5,0.6
26-11-2019 01:00,19.3,31.6,9.6,0.8,16.1,0.8
26-11-2019 02:00,20.2,30.2,17.1,0.0,10.0,0.5
26-11-2019 03:00,12.2,17.0,17.0,0.0,7.9,0.3
26-11-2019 04:00,9.9,12.7,16.6,0.0,6.5,0.2
26-11-2019 05:00,10.4,12.6,16.7,0.1,6.5,0.1
26-11-2019 06:00,12.6,15.0,15.5,0.3,8.1,0.1
26-11-2019 07:00,15.3,16.8,11.5,1.5,12.7,0.1
26-11-2019 08:00,17.2,20.5,7.5,6.3,17.7,0.1
26-11-2019 09:00,18.0,22.2,9.6,7.5,15.5,0.1
26-11-2019 10:00,19.4,27.3,11.7,4.6,12.8,0.2
26-11-2019 11:00,19.6,35.8,9.0,9.4,17.1,0.4
26-11-2019 12:00,20.8,49.6,12.1,4.3,15.1,0.8
26-11-2019 13:00,21.8,53.9,22.1,0.9,6.7,0.6
26-11-2019 14:00,18.3,47.2,22.6,0.6,5.8,0.5
26-11-2019 15:00,15.7,33.1,22.9,0.6,5.4,0.4
26-11-2019 16:00,17.7,38.1,24.0,0.0,3.4,0.3
26-11-2019 17:00,20.3,42.4,21.4,0.0,4.3,0.2
26-11-2019 18:00,18.1,39.7,18.3,0.0,5.2,0.2
26-11-2019 19:00,19.0,37.5,16.4,0.0,5.4,0.1
26-11-2019 20:00,20.5,39.1,13.2,0.0,6.0,0.0
26-11-2019 21:00,21.5,32.0,11.9,0.0,6.9,0.0
26-11-2019 22:00,20.6,26.6,0.4,60.8,22.8,0.3
26-11-2019 23:00,21.1,27.8,0.3,67.3,23.2,0.3
26-11-2019 24:00,20.9,24.1,4.4,1.3,11.2,0.0
27-11-2019 01:00,19.0,22.2,4.2,0.0,6.5,0.0
27-11-2019 02:00,17.2,20.1,2.5,0.0,8.3,0.0
27-11-2019 03:00,16.5,19.1,1.1,10.9,11.6,0.0
27-11-2019 04:00,18.7,23.0,2.9,1.5,9.6,0.0
27-11-2019 05:00,20.2,28.3,3.0,0.2,8.9,0.0
27-11-2019 06:00,22.7,28.7,3.5,0.5,9.9,0.0
27-11-2019 07:00,20.8,29.1,2.7,1.1,14.3,0.0
27-11-2019 08:00,17.0,23.0,1.5,7.9,20.7,0.0
27-11-2019 09:00,22.0,31.9,1.5,20.9,22.9,0.1
27-11-2019 10:00,20.6,27.8,2.2,16.1,22.1,0.1
27-11-2019 11:00,19.0,23.7,3.6,11.4,20.8,0.1
27-11-2019 12:00,18.0,21.3,7.3,4.6,17.4,0.1
27-11-2019 13:00,18.3,24.3,11.4,2.3,14.8,0.2
27-11-2019 14:00,18.6,22.2,7.1,5.3,17.2,0.5
27-11-2019 15:00,17.0,19.4,11.7,1.7,11.3,0.4
27-11-2019 16:00,16.6,19.7,11.7,0.2,9.9,0.3
27-11-2019 17:00,15.7,22.0,11.3,0.0,10.0,0.2
27-11-2019 18:00,13.6,15.8,11.8,0.0,9.6,0.1
27-11-2019 19:00,11.6,12.3,13.0,0.0,8.8,0.1
27-11-2019 20:00,10.9,11.4,13.9,0.0,8.0,0.1
27-11-2019 21:00,12.7,13.7,15.6,0.0,7.7,0.0
27-11-2019 22:00,12.8,13.5,16.3,0.0,6.8,0.1
27-11-2019 23:00,10.5,10.9,19.5,0.0,4.0,0.0
27-11-2019 24:00,4.9,4.9,21.2,0.0,3.0,0.0
28-11-2019 01:00,2.1,2.2,21.7,0.0,2.7,0.0
28-11-2019 02:00,1.4,1.6,23.1,0.0,2.6,0.0
28-11-2019 03:00,1.6,1.8,25.6,0.0,2.4,0.0
28-11-2019 04:00,2.4,3.2,27.6,0.0,1.7,0.1
28-11-2019 05:00,2.3,3.0,28.6,0.0,1.6,0.0
28-11-2019 06:00,2.1,2.7,30.4,0.0,1.9,0.1
28-11-2019 07:00,2.1,2.5,28.7,0.0,2.2,0.1
28-11-2019 08:00,2.2,2.7,24.9,0.0,2.1,0.1
28-11-2019 09:00,2.6,3.4,26.9,0.0,1.9,0.1
28-11-2019 10:00,InVld,InVld,27.2,0.0,1.7,0.1
28-11-2019 11:00,<Samp,<Samp,27.9,0.0,1.5,0.1
28-11-2019 12:00,1.1,2.1,29.4,0.0,1.1,0.0
28-11-2019 13:00,0.9,1.8,31.5,0.0,0.9,0.0
28-11-2019 14:00,1.5,4.1,32.8,0.1,0.7,0.0
28-11-2019 15:00,1.7,6.4,31.6,0.0,0.7,0.0
28-11-2019 16:00,2.2,8.3,31.9,0.0,0.9,0.0
28-11-2019 17:00,2.0,8.5,30.3,0.0,0.8,0.0
28-11-2019 18:00,3.4,21.1,28.8,0.0,0.8,0.0
28-11-2019 19:00,4.3,22.5,28.4,0.0,0.5,0.0
28-11-2019 20:00,4.0,15.1,27.7,0.0,0.5,0.0
28-11-2019 21:00,2.3,7.0,28.2,0.0,0.3,0.0
28-11-2019 22:00,1.9,6.2,27.7,0.0,0.3,0.0
28-11-2019 23:00,2.0,7.5,27.5,0.0,0.3,0.0
28-11-2019 24:00,2.6,10.3,25.9,0.0,0.3,0.0
29-11-2019 01:00,2.4,7.7,25.5,0.0,0.2,0.0
29-11-2019 02:00,2.3,4.5,26.0,InVld,0.2,0.0
29-11-2019 03:00,1.5,2.5,26.4,InVld,0.1,0.0
29-11-2019 04:00,1.3,3.4,26.2,InVld,0.4,0.0
29-11-2019 05:00,1.3,1.6,26.1,InVld,0.2,0.0
29-11-2019 06:00,1.6,2.2,26.3,InVld,0.2,0.0
29-11-2019 07:00,2.2,4.8,26.6,InVld,0.2,0.0
29-11-2019 08:00,3.2,17.1,26.5,InVld,0.2,0.0
29-11-2019 09:00,3.1,-14.1,25.2,InVld,0.9,0.0
29-11-2019 10:00,3.1,13.2,26.7,InVld,0.6,0.0
29-11-2019 11:00,3.3,16.0,26.5,0.0,0.6,0.0
29-11-2019 12:00,3.5,15.6,27.9,0.0,0.4,0.0
29-11-2019 13:00,4.0,20.6,28.3,0.0,0.4,0.0
29-11-2019 14:00,3.7,20.1,28.8,0.0,0.4,0.0
29-11-2019 15:00,4.1,25.0,28.6,0.0,0.4,0.0
29-11-2019 16:00,4.5,24.8,28.8,0.0,0.6,0.0
29-11-2019 17:00,6.1,34.0,28.6,0.0,0.7,0.0
29-11-2019 18:00,6.5,35.8,28.3,0.0,0.8,0.0
29-11-2019 19:00,201.0,28.0,28.1,0.0,0.7,0.0
29-11-2019 20:00,201.0,18.9,28.1,0.0,0.5,0.0
29-11-2019 21:00,201.0,13.0,28.3,0.0,0.5,0.0
29-11-2019 22:00,201.0,11.1,28.3,0.0,0.5,0.0
29-11-2019 23:00,201.0,10.2,27.9,0.0,0.5,0.0
29-11-2019 24:00,201.0,8.0,26.8,0.0,0.5,0.0
30-11-2019 01:00,2.1,6.3,26.9,0.0,1.2,0.0
30-11-2019 02:00,2.3,8.2,26.0,0.0,2.5,0.0
30-11-2019 03:00,1.5,6.3,31.0,0.0,2.1,0.0
30-11-2019 04:00,1.5,5.0,31.3,0.0,1.9,0.0
30-11-2019 05:00,1.7,4.3,31.2,0.0,1.0,0.0
30-11-2019 06:00,2.0,4.9,33.2,0.0,0.2,0.0
30-11-2019 07:00,2.8,8.2,35.3,0.0,0.1,0.0
30-11-2019 08:00,2.8,10.7,34.7,0.0,0.3,0.0
30-11-2019 09:00,2.9,11.9,34.6,0.0,0.5,0.0
30-11-2019 10:00,3.4,16.4,34.9,0.0,0.3,0.0
30-11-2019 11:00,2.1,9.0,36.0,0.0,0.1,0.0
30-11-2019 12:00,2.1,9.0,36.5,0.0,0.2,0.0
30-11-2019 13:00,2.8,13.3,35.7,0.0,0.2,0.0
30-11-2019 14:00,3.3,16.4,34.7,0.0,0.3,0.0
30-11-2019 15:00,4.0,19.6,35.0,0.0,0.3,0.0
30-11-2019 16:00,4.3,20.6,35.0,0.0,0.3,0.0
30-11-2019 17:00,4.0,19.6,33.7,0.0,0.4,0.0
30-11-2019 18:00,5.2,23.0,33.3,0.0,0.5,0.0
30-11-2019 19:00,4.5,18.1,32.2,0.0,0.6,0.0
30-11-2019 20:00,3.6,14.2,32.3,0.0,1.4,0.0
30-11-2019 21:00,3.2,9.8,31.0,0.0,1.8,0.0
30-11-2019 22:00,4.0,10.9,27.8,0.0,2.3,0.0
30-11-2019 23:00,3.5,10.9,25.5,0.0,3.6,0.0
30-11-2019 24:00,3.0,9.2,25.0,0.0,4.4,0.0
01-12-2019 01:00,2.8,6.9,24.1,0.0,4.3,0.0
01-12-2019 02:00,2.9,6.4,24.8,0.0,4.7,0.0
01-12-2019 03:00,4.1,11.7,24.4,0.0,4.3,0.0
01-12-2019 04:00,4.4,12.0,22.7,0.0,3.2,0.0
01-12-2019 05:00,3.6,7.1,21.4,0.0,3.4,0.0
01-12-2019 06:00,3.2,6.3,23.8,0.0,3.8,0.0
01-12-2019 07:00,3.7,7.3,26.4,0.0,4.9,0.0
01-12-2019 08:00,3.4,4.8,21.8,0.6,11.8,0.0
01-12-2019 09:00,3.4,5.3,17.5,5.5,19.2,1.0
01-12-2019 10:00,3.1,7.5,26.2,3.4,11.8,2.1
01-12-2019 11:00,2.5,8.5,32.4,1.8,6.8,0.4
01-12-2019 12:00,2.5,6.8,32.9,1.7,6.2,0.2
01-12-2019 13:00,2.7,8.3,34.5,0.9,4.7,1.2
01-12-2019 14:00,2.9,8.4,33.7,0.7,5.2,2.4
01-12-2019 15:00,2.6,8.2,32.2,0.6,6.9,2.1
01-12-2019 16:00,3.3,10.7,33.5,0.1,5.3,<Samp
01-12-2019 17:00,4.6,19.2,31.4,0.0,6.0,1.6
01-12-2019 18:00,4.6,12.5,29.8,0.0,6.8,2.7
01-12-2019 19:00,4.6,9.4,28.9,0.0,7.1,2.9
01-12-2019 20:00,4.3,8.9,28.3,0.0,6.7,2.0
01-12-2019 21:00,4.8,10.0,28.6,0.0,6.5,1.7
01-12-2019 22:00,5.3,9.8,27.0,0.0,7.9,3.2
01-12-2019 23:00,5.3,8.5,28.6,0.0,6.1,1.8
01-12-2019 24:00,5.4,8.4,28.7,0.0,6.1,1.5
02-12-2019 01:00,5.1,7.9,28.2,0.0,6.3,2.0
02-12-2019 02:00,4.8,7.5,27.6,0.0,6.5,1.9
02-12-2019 03:00,5.2,8.8,29.7,0.0,4.9,1.2
02-12-2019 04:00,4.3,7.7,32.9,0.0,4.6,1.0
02-12-2019 05:00,4.0,7.8,32.5,0.0,4.3,0.9
02-12-2019 06:00,3.7,7.2,31.6,0.0,4.7,0.8
02-12-2019 07:00,4.2,12.6,30.6,0.0,5.7,0.8
02-12-2019 08:00,4.8,20.6,30.1,0.0,6.7,0.7
02-12-2019 09:00,7.3,24.0,31.8,0.5,6.1,0.7
02-12-2019 10:00,6.4,19.1,32.3,0.9,6.0,0.6
02-12-2019 11:00,<Samp,23.2,33.7,<Samp,5.3,0.6
02-12-2019 12:00,7.0,24.4,34.7,1.3,4.2,0.6
02-12-2019 13:00,6.1,22.3,34.4,1.1,4.0,0.5
02-12-2019 14:00,5.9,19.6,33.3,0.9,4.6,0.5
02-12-2019 15:00,6.5,21.4,32.6,0.7,5.2,0.5
02-12-2019 16:00,6.3,18.1,32.9,0.2,5.2,0.5
02-12-2019 17:00,6.4,20.0,32.8,0.0,5.3,0.5
02-12-2019 18:00,6.1,20.3,33.7,0.0,4.9,0.4
02-12-2019 19:00,6.5,20.1,33.6,0.0,3.9,0.4
02-12-2019 20:00,4.6,12.9,32.0,0.0,4.0,0.4
02-12-2019 21:00,3.6,7.6,32.2,0.0,3.6,0.6
02-12-2019 22:00,3.4,6.3,30.6,0.0,3.6,1.3
02-12-2019 23:00,2.9,4.9,31.3,0.0,1.7,0.5
02-12-2019 24:00,3.8,6.2,31.0,0.0,1.7,0.4
03-12-2019 01:00,3.8,5.5,31.6,0.0,1.5,0.4
03-12-2019 02:00,4.6,6.6,32.5,0.0,1.7,0.5
03-12-2019 03:00,3.8,5.3,32.0,0.0,1.7,0.4
03-12-2019 04:00,3.2,7.1,33.3,0.0,1.5,0.5
03-12-2019 05:00,5.1,14.5,32.2,0.0,1.6,0.2
03-12-2019 06:00,8.6,24.5,30.8,0.0,2.2,0.1
03-12-2019 07:00,6.7,31.0,29.2,0.0,2.0,0.0
03-12-2019 08:00,6.6,32.2,26.9,0.2,4.9,0.1
03-12-2019 09:00,6.8,37.5,30.5,0.0,1.9,0.2
03-12-2019 10:00,10.2,72.9,34.3,0.0,0.8,0.1
03-12-2019 11:00,10.5,75.9,34.6,0.1,1.3,0.0
03-12-2019 12:00,7.7,46.5,36.2,0.3,2.0,0.0
03-12-2019 13:00,7.2,48.4,38.1,0.0,0.9,0.1
03-12-2019 14:00,7.8,55.4,35.2,0.1,1.6,0.0
03-12-2019 15:00,7.6,43.2,31.9,0.3,2.9,0.0
03-12-2019 16:00,7.6,42.9,28.9,0.1,4.9,0.0
03-12-2019 17:00,10.6,61.6,23.5,0.0,8.0,0.1
03-12-2019 18:00,10.5,61.6,17.8,0.0,11.5,0.1
03-12-2019 19:00,8.4,40.8,17.3,0.0,10.7,0.1
03-12-2019 20:00,7.7,31.4,20.5,0.0,9.0,0.0
03-12-2019 21:00,7.6,28.2,18.8,0.0,8.3,0.0
03-12-2019 22:00,7.2,25.6,19.4,0.0,7.4,0.0
03-12-2019 23:00,7.2,23.6,23.8,0.0,4.9,0.0
03-12-2019 24:00,5.7,17.2,25.2,0.0,4.9,0.0
04-12-2019 01:00,5.4,14.9,26.6,0.0,4.8,0.0
04-12-2019 02:00,5.0,13.4,24.8,0.0,5.6,0.1
04-12-2019 03:00,4.9,10.7,24.6,0.0,5.4,-0.3
04-12-2019 04:00,5.4,9.7,22.2,0.0,8.2,299.0
04-12-2019 05:00,4.4,7.3,20.9,0.0,9.4,0.4
04-12-2019 06:00,4.5,8.3,20.8,0.0,8.7,0.4
04-12-2019 07:00,6.0,13.2,19.2,0.0,9.4,0.3
04-12-2019 08:00,6.6,17.3,14.6,0.3,14.4,0.3
04-12-2019 09:00,9.6,39.6,11.8,2.1,18.6,0.4
04-12-2019 10:00,12.5,52.2,14.3,2.1,14.8,0.4
04-12-2019 11:00,13.7,20.4,13.0,3.7,17.1,0.5
04-12-2019 12:00,13.5,20.3,20.5,1.8,10.9,0.6
04-12-2019 13:00,11.3,15.5,21.2,1.8,9.2,0.3
04-12-2019 14:00,14.6,18.6,20.8,1.8,8.4,0.3
04-12-2019 15:00,14.5,18.5,16.5,2.3,12.7,0.3
04-12-2019 16:00,13.7,17.6,16.6,0.6,12.4,0.2
04-12-2019 17:00,13.8,17.0,8.3,1.0,21.1,0.2
04-12-2019 18:00,<Samp,22.9,10.3,0.0,15.3,0.1
04-12-2019 19:00,<Samp,25.4,7.3,0.0,16.6,0.0
04-12-2019 20:00,<Samp,33.8,6.7,0.0,18.1,0.0
04-12-2019 21:00,<Samp,45.6,2.4,1.1,22.9,0.0
04-12-2019 22:00,<Samp,39.7,0.6,13.3,29.2,0.1
04-12-2019 23:00,<Samp,36.3,1.8,1.7,24.6,0.0
04-12-2019 24:00,<Samp,39.4,4.6,0.0,20.0,0.0
05-12-2019 01:00,<Samp,46.3,3.8,0.0,20.6,0.0
05-12-2019 02:00,<Samp,42.4,1.5,0.2,23.1,0.0
05-12-2019 03:00,<Samp,34.0,1.5,0.0,22.8,0.0
05-12-2019 04:00,<Samp,33.4,5.4,0.0,17.5,0.0
05-12-2019 05:00,33.6,37.2,9.5,0.0,13.1,0.1
05-12-2019 06:00,32.4,37.5,10.0,0.0,12.8,0.1
05-12-2019 07:00,32.0,36.1,10.7,0.0,11.3,0.2
05-12-2019 08:00,34.0,38.5,11.2,0.2,10.4,0.2
05-12-2019 09:00,33.3,41.9,8.3,7.5,15.3,0.3
05-12-2019 10:00,30.2,36.5,11.9,4.7,8.5,0.3
05-12-2019 11:00,23.0,25.8,16.4,0.7,3.9,0.2
05-12-2019 12:00,14.5,16.2,16.4,0.8,3.9,0.2
05-12-2019 13:00,9.2,10.0,18.8,53.4,3.8,0.1
05-12-2019 14:00,4.4,5.6,20.3,0.5,4.3,0.0
05-12-2019 15:00,3.0,4.6,20.8,0.0,2.6,0.0
05-12-2019 16:00,2.9,5.3,19.3,0.0,3.8,0.0
05-12-2019 17:00,2.5,4.1,21.3,0.0,1.8,0.0
05-12-2019 18:00,2.7,6.3,21.1,0.0,1.4,0.0
05-12-2019 19:00,2.1,3.0,20.1,0.0,1.4,0.0
05-12-2019 20:00,2.1,2.8,17.9,0.0,3.5,0.0
05-12-2019 21:00,2.3,2.8,19.8,0.0,2.7,0.0
05-12-2019 22:00,2.4,2.9,21.9,0.0,2.3,0.0
05-12-2019 23:00,2.2,2.4,21.2,0.0,4.4,0.0
05-12-2019 24:00,1.8,2.0,22.7,0.0,3.5,0.0
06-12-2019 01:00,1.6,1.8,28.9,0.0,0.9,0.0
06-12-2019 02:00,1.5,1.6,31.2,0.0,1.0,0.0
06-12-2019 03:00,1.2,1.3,32.3,0.0,0.5,0.0
06-12-2019 04:00,1.1,1.2,30.1,0.0,2.7,0.0
06-12-2019 05:00,1.1,1.4,27.8,0.0,4.3,0.0
06-12-2019 06:00,1.4,1.9,26.0,0.0,5.7,0.0
06-12-2019 07:00,1.7,2.7,23.6,0.0,6.6,0.0
06-12-2019 08:00,2.3,3.6,19.9,0.0,9.3,0.0
06-12-2019 09:00,3.1,4.1,20.3,0.8,7.8,0.0
06-12-2019 10:00,3.3,4.3,21.3,1.6,7.3,0.0
06-12-2019 11:00,2.8,3.6,26.1,0.2,2.1,0.0
06-12-2019 12:00,2.6,3.5,28.7,0.1,1.6,0.0
06-12-2019 13:00,3.9,5.8,29.8,0.0,1.2,0.0
06-12-2019 14:00,3.9,7.2,31.3,0.0,1.1,0.0
06-12-2019 15:00,4.1,6.1,31.5,0.0,1.1,0.0
06-12-2019 16:00,3.9,4.9,27.9,0.0,3.6,0.0
06-12-2019 17:00,4.1,5.5,23.6,0.0,7.6,0.0
06-12-2019 18:00,4.1,4.6,26.8,0.0,4.3,0.0
06-12-2019 19:00,5.1,6.5,29.2,0.0,2.0,0.0
06-12-2019 20:00,5.6,8.6,28.9,0.0,1.7,0.0
06-12-2019 21:00,6.9,11.2,29.1,0.0,1.4,0.0
06-12-2019 22:00,6.5,9.8,27.0,0.0,3.6,0.0
06-12-2019 23:00,5.9,7.9,22.2,0.0,7.6,0.0
06-12-2019 24:00,5.8,6.9,21.7,0.0,8.2,0.0
07-12-2019 01:00,5.2,6.1,20.8,0.0,8.6,0.0
07-12-2019 02:00,4.6,5.5,22.0,0.0,6.8,0.0
07-12-2019 03:00,4.6,5.5,22.0,0.0,6.6,0.0
07-12-2019 04:00,4.9,5.5,24.5,0.0,4.8,0.0
07-12-2019 05:00,4.7,5.1,26.5,0.0,3.0,0.0
07-12-2019 06:00,4.3,4.6,24.6,0.0,6.1,0.0
07-12-2019 07:00,4.6,4.9,25.5,0.0,5.3,0.0
07-12-2019 08:00,-3.3,3.5,27.1,0.0,3.4,0.0
07-12-2019 09:00,3.0,3.5,27.4,0.2,2.8,0.0
07-12-2019 10:00,3.2,4.7,30.0,0.0,1.0,0.0
07-12-2019 11:00,3.3,6.3,32.6,0.0,0.6,0.0
07-12-2019 12:00,2.9,8.9,33.7,0.0,0.6,0.0
07-12-2019 13:00,3.2,8.0,34.4,0.0,0.8,0.0
07-12-2019 14:00,3.2,10.3,34.3,0.2,1.3,0.0
07-12-2019 15:00,3.0,9.3,34.4,0.1,1.6,0.0
07-12-2019 16:00,3.2,9.2,32.6,0.0,2.4,0.2
07-12-2019 17:00,3.9,10.1,28.7,0.0,5.5,0.0
07-12-2019 18:00,4.6,10.6,26.2,0.0,7.6,0.0
